Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2023-04-19,Princess Cyd,2017,https://boxd.it/48BoIJ,3,,"""Princess Cyd"" is the movie name but the protagonist is Miranda",,2023-04-18
2023-04-22,Blue Valentine,2010,https://boxd.it/49j0EV,3.5,,The perks of being a multi talented guy,,2023-04-22
2023-04-22,Suzume,2022,https://boxd.it/49uuc5,3.5,,"Suzume ❤️...
The hype maintained in the title card was not maintained ...",,2023-04-22
2023-04-25,Badlands,1973,https://boxd.it/4a9ENH,3.5,,I like the mood this movie sets off... showing the countryside and the killing streaks...,,2023-04-24
2023-04-29,Ponniyin Selvan: Part II,2023,https://boxd.it/4b8851,3,,"These stars are only for mani ratnam, ar Rahman and Ravi varma",,2023-04-28
2023-05-06,Wind River,2017,https://boxd.it/4diXsX,3.5,,An amateur FBI woman befriends with the local hunter to digs out the truth in a place of snow and silence.,,2023-05-06
2023-05-06,13 Going on 30,2004,https://boxd.it/4djGXh,3.5,,I kind of like this fantasy thing...,,2023-05-06
2023-05-13,But I'm a Cheerleader,1999,https://boxd.it/4f1Vvz,3.5,,I think it's lucky to be a cheerleader,,2023-05-13
2023-05-14,Charlie,2015,https://boxd.it/4fiC6f,3.5,Yes,Expect the unexpected,,2023-05-14
2023-05-16,The Perks of Being a Wallflower,2012,https://boxd.it/4fCyAb,3.5,,<blockquote>We accept the love we think we deserve </blockquote>,,2023-05-15
2023-05-21,5 Centimeters per Second,2007,https://boxd.it/4gXQC1,3.5,,Short stories where the distance hurts,,2023-05-21
2023-05-23,Modern Love Chennai,2023,https://boxd.it/4hmeb7,4,,"TK's touch, Raja's score, Actors acting lift it up",,2023-05-22
2023-05-25,Mean Girls,2004,https://boxd.it/4hOcnh,3,,Hmm...that's not so grool,,2023-05-24
2023-05-26,Little Miss Sunshine,2006,https://boxd.it/4i1KLD,3.5,,She's miss sunshine.... literally,,2023-05-25
2023-05-28,Melancholia,2011,https://boxd.it/4isS0f,4,,"If you consider this movie as fantasy, it is fantasy....if you consider as sci fi, it is sci fi... If you consider as tragedy, it is tragedy...
It really causes melancholia",,2023-05-27
2023-05-28,Irreversible,2002,https://boxd.it/4iub5Z,4,,"Yup
<blockquote>Time destroys all the things </blockquote>Gasper Noé whirls my neck and thoughts",,2023-05-27
2023-05-31,Your Name.,2016,https://boxd.it/4jhxPj,4,Yes,"One of my checklist is ticked..
Favourite Anime in big screen...",,2023-05-30
2023-06-04,Normal People,2020,https://boxd.it/4ki5hf,4,,"Although Connell and Marianne characters are beautifully casted, Lorraine's character is great ...
A lot to be taken from this mini series",,2023-06-03
2023-06-04,Spider-Man: Into the Spider-Verse,2018,https://boxd.it/4ki6sN,3.5,Yes,Just a re-watch... But considered as a good from sony,,2023-06-03
2023-06-05,The Body,2012,https://boxd.it/4kPMsB,3.5,,"One of the oriol paulo's finest, especially the ending",,2023-06-04
2023-06-06,Wild Tales,2014,https://boxd.it/4kWu7T,4,,This is actually wild at some times,,2023-06-05
2023-06-07,Trainspotting,1996,https://boxd.it/4ldeOV,4,,Had a pinch of drug through this film,,2023-06-06
2023-06-11,The Game,1997,https://boxd.it/4mfhn7,3.5,,We are in this game... really,,2023-06-10
2023-06-11,"The Gangster, the Cop, the Devil",2019,https://boxd.it/4mtdlz,3,,Just a textbook crime story,,2023-06-11
2023-06-13,Predestination,2014,https://boxd.it/4mRJpr,3.5,,This predestination paradox is good,,2023-06-12
2023-06-15,Frances Ha,2012,https://boxd.it/4nrESZ,3.5,,Frances: Undoubtable,,2023-06-15
2023-06-20,Manchester by the Sea,2016,https://boxd.it/4oMZXn,4,,A man with emotional pains,,2023-06-19
2023-06-21,Nebraska,2013,https://boxd.it/4p4eJf,4,,"<blockquote>What's it like being a millionaire, Woody?

It's okay</blockquote>Wow",,2023-06-20
2023-06-22,After Yang,2021,https://boxd.it/4plVdl,3.5,,Wish the Chinese tea story is not forgettable,,2023-06-21
2023-06-24,Por Thozhil,2023,https://boxd.it/4q3MTv,3.5,,A so called thriller which is not a lullaby,,2023-06-24
2023-06-25,All Quiet on the Western Front,2022,https://boxd.it/4qmqWP,4,,Fabulous.... that's it,,2023-06-25
2023-06-26,The Thing,1982,https://boxd.it/4qsXc3,4.5,,"Wtf the director cooks here...?
""The thing""...not really
Many things",,2023-06-25
2023-06-28,Vettaiyaadu Vilaiyaadu,2006,https://boxd.it/4r1QLl,3.5,,Hmm... It's good to see it in theatres,,2023-06-27
2023-07-04,Requiem for a Dream,2000,https://boxd.it/4sQnw3,4,,"Summer, dream
Fall, sucks
Winter, ass to ass",,2023-07-03
2023-07-05,Coherence,2013,https://boxd.it/4t9opF,3,,Hmm... Now I understand Schrodinger's cat,,2023-07-04
2023-07-06,Timecrimes,2007,https://boxd.it/4trO7j,3.5,,Now I see the secret of most of time travel films,,2023-07-05
2023-07-08,Good Night,2023,https://boxd.it/4uaiG7,3,,Nice,,2023-07-08
2023-07-09,The Theory of Everything,2014,https://boxd.it/4ugbAt,3.5,,Recommended only for climax soundtrack and their last act,,2023-07-08
2023-07-09,Design for Living,1933,https://boxd.it/4uv7YV,3.5,,Yeah this is gentle men's agreement,,2023-07-09
2023-07-11,Battleship,2012,https://boxd.it/4uXpoH,2.5,,I just want to memorize this movie name so not to re-watch it,,2023-07-10
2023-07-12,Naked,1993,https://boxd.it/4vfgTR,4,,He's literally all,,2023-07-11
2023-07-13,Happening,2021,https://boxd.it/4vxg7J,4,,Women have so called guts,,2023-07-12
2023-07-15,Back to the Future,1985,https://boxd.it/4wkaS3,4,,"Just wanna say ""Be on time",,2023-07-15
2023-07-16,The Edge of Seventeen,2016,https://boxd.it/4wlz79,3.5,,"The movie have two things to say
...never underestimate bald guys
...don't bring friends to home",,2023-07-15
2023-07-16,One Fine Morning,2022,https://boxd.it/4wB6cV,3.5,,Its hard to be in the shoes of Sandra,,2023-07-16
2023-07-18,Interstellar,2014,https://boxd.it/4x8ii3,4,,"Wholesome:
/ Seeing this in big screen /",,2023-07-18
2023-07-20,Dunkirk,2017,https://boxd.it/4xRgD9,3.5,,That last speech,,2023-07-19
2023-07-21,Inception,2010,https://boxd.it/4y27JT,3.5,,That time,,2023-07-20
2023-07-22,Yeh Jawaani Hai Deewani,2013,https://boxd.it/4yHUOb,3,,These three stars are only for Pritam,,2023-07-22
2023-07-23,About Elly,2009,https://boxd.it/4yRgbj,4,,"The characters, the sea and the camera lifts",,2023-07-22
2023-07-24,Locke,2013,https://boxd.it/4zm7C3,3.5,,Sex education is must especially for Tome Hardy,,2023-07-23
2023-07-25,Holy Spider,2022,https://boxd.it/4zPuiX,3.5,,"Misogynist, consider as a gender",,2023-07-24
2023-08-05,Witness,1985,https://boxd.it/4DVYzH,3.5,,Don't trust English people,,2023-08-04
2023-08-07,Never Let Me Go,2010,https://boxd.it/4ECXGN,3.5,,"Thought it is a school drama at the beginning, but the later explained the title of the film",,2023-08-06
2023-08-13,Spider-Man: Across the Spider-Verse,2023,https://boxd.it/4GxKzd,3.5,,Animation is cinema,,2023-08-12
2023-08-13,Boiling Point,2021,https://boxd.it/4GzsBz,3.5,,"Cooking is insane
Be specific: Cooks are insane",,2023-08-12
2023-08-14,Prisoners,2013,https://boxd.it/4GV1pF,4,,"We are prisoners in ""Prisoners",,2023-08-13
2023-08-14,One Day,2011,https://boxd.it/4HcL8p,3,,Just for Anne Hathaway,,2023-08-14
2023-08-15,Children of Men,2006,https://boxd.it/4HhWoj,4,,<blockquote>Pull my finger</blockquote>,,2023-08-14
2023-08-15,Little Women,2019,https://boxd.it/4HwQkF,4,,"<blockquote>I care more to be loved</blockquote>Greta in Jo, perhaps",,2023-08-15
2023-08-16,Batman Begins,2005,https://boxd.it/4HCduX,3.5,Yes,"The scarecrow is intelligent than bruce, really",,2023-08-15
2023-08-26,Kaakha Kaakha,2003,https://boxd.it/4KECwl,3,,"Pengalaal aan alivaan
               - Moral",,2023-08-25
2023-08-26,Jailer,2023,https://boxd.it/4KS8Jd,2.5,,😒🙄,,2023-08-26
2023-08-27,The Dark Knight,2008,https://boxd.it/4KTAUl,4,Yes,Gotham won,,2023-08-26
2023-08-29,Rush,2013,https://boxd.it/4LEmn7,3.5,,Lost but won,,2023-08-28
2023-09-14,Barbie,2023,https://boxd.it/4Qi557,3.5,,Hmm.... Barbie is (not) all girls,,2023-09-13
2023-10-06,Hacksaw Ridge,2016,https://boxd.it/4WYoMd,3.5,,What can I do? Believe in god or not,,2023-10-03
2023-10-07,Demolition,2015,https://boxd.it/4XjYs1,3.5,,"Metaphor, metaphor, metaphor",,2023-10-07
2023-10-08,Reservoir Dogs,1992,https://boxd.it/4XqtzT,4,,Became the fan of QTs character names,,2023-10-07
2023-10-10,"Oslo, August 31st",2011,https://boxd.it/4Ybxax,4,,I just want to sit idle and observe inside a public cafe,,2023-10-09
2023-10-11,The Prestige,2006,https://boxd.it/4Ywsaz,4,,"While watching a Nolan film, why are our jaws dropping?",,2023-10-10
2023-10-14,First Man,2018,https://boxd.it/4ZGikj,3.5,,Sort of love stories,,2023-10-14
2023-10-15,Apocalypse Now,1979,https://boxd.it/4ZJcz9,4,,A masterpiece,,2023-10-14
2023-10-21,Leo,2023,https://boxd.it/51FRrv,3,,Staircase scene is missing,,2023-10-20
2023-10-26,Soodhu Kavvum,2013,https://boxd.it/53vlQh,4,,It's nalan's birthday so I watched his best,,2023-10-26
2023-10-28,Pebbles,2021,https://boxd.it/5410qB,4,,"Walking with anger,  Walking with satisfaction,  Walking with sorrow",,2023-10-27
2023-10-29,Killers of the Flower Moon,2023,https://boxd.it/54q49J,4,,Just a deep dive into the mood of Osage tribe,,2023-10-29
2023-11-18,Jigarthanda DoubleX,2023,https://boxd.it/5b97up,3.5,,The OG karthik subbaraj,,2023-11-18
2023-12-28,Strange Days,1995,https://boxd.it/5qf6Lr,3.5,,Waited for atleast 2hrs to see the guys kiss,,2023-12-28
2023-12-28,Chithha,2023,https://boxd.it/5qf7W1,3.5,,Atleast a watchable movie in this year,,2023-12-28
2023-12-29,12th Fail,2023,https://boxd.it/5qP0oD,3.5,,"""Restart"" won't work for me",,2023-12-29
2024-01-02,Martha Marcy May Marlene,2011,https://boxd.it/5sFQUJ,3.5,,Everything is kind of that CULT group,,2024-01-01
2024-01-06,Harry Potter and the Philosopher's Stone,2001,https://boxd.it/5vh9OR,3.5,,I consider Hedwig's theme is the MAGIC,,2024-01-05
2024-01-06,Three of Us,2022,https://boxd.it/5vhf41,3.5,,Their stares,,2024-01-05
2024-01-07,Animal,2023,https://boxd.it/5wsKTl,2.5,,Bloody bastard,,2024-01-07
2024-01-08,Hi Nanna,2023,https://boxd.it/5wEZRt,3,,"'Hi' is good, 'Nanna' is ok",,2024-01-07
2024-01-11,Harry Potter and the Chamber of Secrets,2002,https://boxd.it/5yBByT,3,,Atleast hermoine had some tears here,,2024-01-10
2024-01-13,Merry Christmas,2024,https://boxd.it/5zM1DT,3.5,,A raghavan template,,2024-01-12
2024-01-14,Harry Potter and the Prisoner of Azkaban,2004,https://boxd.it/5A3uKj,4,,"Finally, I had some picture telling wallpapers",,2024-01-13
2024-01-15,Harry Potter and the Goblet of Fire,2005,https://boxd.it/5AF8Pn,3.5,,"In the world of wizards, I am still Neville",,2024-01-14
2024-01-15,Harry Potter and the Order of the Phoenix,2007,https://boxd.it/5AHFVd,3.5,,Seriously waiting for the combat... still waiting,,2024-01-14
2024-01-15,Harry Potter and the Half-Blood Prince,2009,https://boxd.it/5BhDQd,3,,Nothing serious but Lord of Dark,,2024-01-15
2024-01-15,Harry Potter and the Deathly Hallows: Part 1,2010,https://boxd.it/5BhF0X,3.5,,There it comes... friendships,,2024-01-15
2024-01-15,Harry Potter and the Deathly Hallows: Part 2,2011,https://boxd.it/5BhFNP,3.5,,I'm still Neville after all....,,2024-01-15
2024-01-16,Bandit Queen,1994,https://boxd.it/5BmVB1,3.5,,"<blockquote>Main hoon phoolan devi, behanchod</blockquote>",,2024-01-15
2024-01-20,Joe,2023,https://boxd.it/5DkbY3,2.5,,Love nu vandhutaa yenda psycho aadreenga.,,2024-01-19
2024-01-20,May December,2023,https://boxd.it/5DmJcr,4,,She's too hot to handle,,2024-01-20
2024-01-20,The Machinist,2004,https://boxd.it/5DEJzL,3.5,,Patrick batman with no sleep,,2024-01-20
2024-01-20,Kho Gaye Hum Kahan,2023,https://boxd.it/5DGiP7,3.5,,Was it relatable?,,2024-01-20
2024-01-21,Monster,2023,https://boxd.it/5DLsbB,3.5,,That last good soundtrack,,2024-01-20
2024-01-21,Joyland,2022,https://boxd.it/5DRxOF,4,,"<blockquote>Whatever I'm doing, I'm doing for myself </blockquote>",,2024-01-21
2024-01-21,Society of the Snow,2023,https://boxd.it/5Ef5rL,4,,ALIVE !,,2024-01-21
2024-01-21,10 Things I Hate About You,1999,https://boxd.it/5Ei6UF,3.5,,Even Kat falls for Joker's smile,,2024-01-21
2024-01-27,Bones and All,2022,https://boxd.it/5H8pSv,3.5,,"Seriously,  it's all bones",,2024-01-27
2024-01-27,Wake Up Sid,2009,https://boxd.it/5H8qzT,3,,Cool t-shirts,,2024-01-26
2024-01-28,Past Lives,2023,https://boxd.it/5HmAT3,4,,Leaving is hard,,2024-01-28
2024-01-29,42,2013,https://boxd.it/5IbW8b,3.5,,Chadwick for a community is a genre,,2024-01-28
2024-02-06,Vadakkupatti Ramasamy,2024,https://boxd.it/5M3kBT,2.5,,Some laughs,,2024-02-04
2024-02-10,Grave of the Fireflies,1988,https://boxd.it/5NGu5F,4,,It's sad,,2024-02-10
2024-02-13,Lover,2024,https://boxd.it/5P4fDp,3.5,,"Good, but enakku set aagaadhu",,2024-02-13
2024-02-18,Sir,2018,https://boxd.it/5QUURl,3.5,,I may say rare in bollywood,,2024-02-17
2024-02-18,Rushmore,1998,https://boxd.it/5QWxQj,4,,Barbers are mere neuro sergeants,,2024-02-17
2024-03-03,Dune,2021,https://boxd.it/5Xtaqn,4,,Dessert haunts,,2024-03-02
2024-03-03,Premalu,2024,https://boxd.it/5XufoX,3,,Good with few laughter,,2024-03-02
2024-03-06,Manjummel Boys,2024,https://boxd.it/5Z44oN,3.5,,Good,,2024-03-05
2024-03-17,Oppenheimer,2023,https://boxd.it/63Y9IB,4,,I'm still wandering inside the empty spaces of Ludwig's score,,2024-03-16
2024-03-17,Another Round,2020,https://boxd.it/643JlX,4,,They make rules and they live,,2024-03-16
2024-03-17,Rise of the Planet of the Apes,2011,https://boxd.it/64vFE3,3,,"Love the world to come, but story...hmm",,2024-03-17
2024-03-18,Mamma Mia!,2008,https://boxd.it/64wVSR,3,,Not my type,,2024-03-17
2024-03-18,Dune: Part Two,2024,https://boxd.it/64yoKp,4,,As written,,2024-03-17
2024-04-02,"Like Father, Like Son",2013,https://boxd.it/6bJYgv,4,,The long lasting brotherhood relationships,,2024-04-01
2024-04-06,Black Swan,2010,https://boxd.it/6drM5n,4,,To beauty...,,2024-04-05
2024-04-13,Shame,2011,https://boxd.it/6gmiC9,3.5,Yes,Loneliness is everywhere,,2024-04-12
2024-04-13,Fight Club,1999,https://boxd.it/6gDNMj,4,,The men,,2024-04-13
2024-04-15,Pride & Prejudice,2005,https://boxd.it/6h9UuZ,3.5,,British accent >>>,,2024-04-14
2024-04-15,Imaikkaa Nodigal,2018,https://boxd.it/6hw0Qh,3,,Actually a good one,,2024-04-14
2024-05-04,Lost Ladies,2023,https://boxd.it/6p9TFJ,3.5,,Nice,,2024-05-04
2024-05-05,Aattam,2023,https://boxd.it/6pD7Cx,3.5,,A case study,,2024-05-05
2024-05-05,Aamis,2019,https://boxd.it/6pD8UR,3.5,,Didn't expect that,,2024-05-04
2024-05-05,A Scene at the Sea,1991,https://boxd.it/6pFqRb,3.5,,Atleast he is satisfied with something,,2024-05-05
2024-05-06,Dawn of the Planet of the Apes,2014,https://boxd.it/6pNdEp,3.5,,"Hope, No",,2024-05-05
2024-05-19,The Fly,1986,https://boxd.it/6uSJIj,3.5,,Mad scientist,,2024-05-18
2024-05-19,Mad Max: Fury Road,2015,https://boxd.it/6vbv3J,4,,Hot wheels...,,2024-05-19
2024-06-02,The Batman,2022,https://boxd.it/6B6oTn,4,,<blockquote>I have just ordered a piece of pumpkin pie</blockquote>,,2024-06-02
2024-06-03,Heat,1995,https://boxd.it/6B7IOp,4,,A Mann cooked,,2024-06-02
2024-07-06,Kalki 2898-AD,2024,https://boxd.it/6OF14X,2.5,,Why?,,2024-07-05
2024-07-08,Star,2024,https://boxd.it/6Pc5r3,3,,Good but missing,,2024-07-07
2024-07-21,October,2018,https://boxd.it/6UZqwh,3.5,,"<blockquote>Dan, Dan</blockquote>",,2024-07-20
2024-08-03,8 A.M. Metro,2023,https://boxd.it/71cP01,3.5,,This is different,,2024-08-03
2024-08-03,Ford v Ferrari,2019,https://boxd.it/71gQF3,4,,Everything fades at 7000,,2024-08-03
2024-08-11,The Wolverine,2013,https://boxd.it/74jQkH,3,,Goodbye,,2024-08-10
2024-08-11,X-Men Origins: Wolverine,2009,https://boxd.it/74jQXf,2.5,,"Why
Why
Why",,2024-08-10
2024-08-11,Unbelievable,2019,https://boxd.it/74jRED,4,,The details,,2024-08-10
2024-08-15,Gladiator,2000,https://boxd.it/76tUH9,4,,Ridley and his finest work,,2024-08-15
2024-08-22,Twisters,2024,https://boxd.it/79FuTf,3,,For my daisy,,2024-08-15
2024-08-31,Raayan,2024,https://boxd.it/7dWt4l,3,,Bhogiman,,2024-08-31
2024-09-09,The Silence of the Lambs,1991,https://boxd.it/7hMtNB,4,,Am I into the zone of transphobic after watching this thing?,,2024-09-08
2024-09-21,Longlegs,2024,https://boxd.it/7mZ8XB,3.5,,Birthday is scary,,2024-09-15
2024-09-21,Guruvayoor Ambalanadayil,2024,https://boxd.it/7njnIh,3,,Had some laughs,,2024-09-21
2024-09-22,Civil War,2024,https://boxd.it/7nP1bT,3.5,,War photographs are not void,,2024-09-22
2024-09-22,Sharp Objects,2018,https://boxd.it/7nQN5r,4,,"Near Missouri, small town, murder
It is a good venn diagram",,2024-09-22
2024-10-05,Atonement,2007,https://boxd.it/7tAlEl,4,,Big little lies,,2024-10-05
2024-10-06,Aliens,1986,https://boxd.it/7ubOMn,4,,The BITCHES are insane,,2024-10-06
2024-10-07,Taste of Cherry,1997,https://boxd.it/7ugVzv,4,,I wish I would like to be the car which listens these conversations,,2024-10-06
2024-10-13,Stree 2,2024,https://boxd.it/7x4JEL,3,,Good watch,,2024-10-12
2024-10-20,The Circle,2000,https://boxd.it/7Baw6T,3.5,,I didn't expect this perfect CIRCLE,,2024-10-20
2024-10-21,Gargi,2022,https://boxd.it/7BdbVn,3.5,,She stood,,2024-10-20
2024-10-21,Talvar,2015,https://boxd.it/7Bdglp,3.5,,Nice watch,,2024-10-13
2024-10-21,Montage,2013,https://boxd.it/7BdjWj,3.5,,I actually surprise,,2024-10-13
2024-10-27,Meiyazhagan,2024,https://boxd.it/7EkI5l,3.5,,A prem Kumar genre,,2024-10-26
2024-11-01,Vettaiyan,2024,https://boxd.it/7H0p8R,3,,It's okay to have such flick,,2024-10-31
2024-12-07,10 Cloverfield Lane,2016,https://boxd.it/7Zvvid,3.5,,Literally blowned,,2024-12-07
2024-12-15,Sookshmadarshini,2024,https://boxd.it/835lIJ,3.5,,Underestimates micro biologist,,2024-12-14
2024-12-15,The Adamant Girl,2024,https://boxd.it/835r75,3.5,,Adamant at finest,,2024-12-14
2024-12-15,Viduthalai: Part I,2023,https://boxd.it/835tAX,4,,Vetrimaran with his core,,2024-12-14
2024-12-16,Kishkindha Kaandam,2024,https://boxd.it/84bOir,3.5,,Everyone is sherlock,,2024-12-15
2024-12-28,Take Shelter,2011,https://boxd.it/8cqjHH,4,,Hallucinations are good but wait,,2024-12-28
2024-12-28,Anora,2024,https://boxd.it/8cqn9J,3.5,,I am retired of seeing Vegas as something,,2024-12-28
2024-12-28,Girls Will Be Girls,2024,https://boxd.it/8cqo4F,3.5,,Didn't expect that,,2024-12-25
2024-12-28,Nayakan,1987,https://boxd.it/8cqrOL,4,,It's nothing wrong to spend this 3 hours,,2024-12-25
2024-12-28,The Last 10 Years,2022,https://boxd.it/8cquhZ,3.5,,There was something in the movie which is still live for more than 10 years,,2024-12-25
2024-12-29,Asako I & II,2018,https://boxd.it/8ctjkT,4,,Realistic love,,2024-12-28
2024-12-29,The Imitation Game,2014,https://boxd.it/8d0jon,3,,Keira and war is a genre,,2024-12-28
2025-01-11,Nirangal Moondru,2024,https://boxd.it/8qhbrJ,3.5,,A karthick naren ground,,2025-01-11
2025-01-11,How to Make Millions Before Grandma Dies,2024,https://boxd.it/8qmV63,4,,I don't want to die at older age,,2025-01-11
2025-01-12,Yuni,2021,https://boxd.it/8qsAex,3.5,,My first Indonesian film that will be never forgotten,,2025-01-11
2025-01-13,Dahaad,2023,https://boxd.it/8rFx5n,3,,"It worked, but not satisfied",,2025-01-12
2025-01-15,The Raid,2011,https://boxd.it/8tRENX,4,Yes,"Still my best action film, salikkalla",,2025-01-14
2025-01-15,The Raid 2,2014,https://boxd.it/8tRLJj,3.5,,"Great sequel, less adrenaline",,2025-01-14
2025-01-18,Beyond the Infinite Two Minutes,2020,https://boxd.it/8wd5mJ,4,,This is cinema frndz... a Japanese cinema,,2025-01-18
2025-02-01,A Real Pain,2024,https://boxd.it/8GTXZp,3.5,,We are all jews at last,,2025-02-01
