source,date,year,title,letterboxd_uri,rating,rewatch,review,tags,watched_date,content,comment
diary,2023-03-31,2023,Contagion,https://boxd.it/43eBdN,3.5,,,,2023-03-30,,
ratings,2023-03-31,2023,Contagion,https://boxd.it/13rq,3.5,,,,,,
reviews,2023-03-31,2023,Contagion,https://boxd.it/43eBdN,3.5,,"Lol, a documentary was taken before it exists (12 years)..",,2023-03-30,,
diary,2023-04-02,2023,Pichaikkaran,https://boxd.it/43KWkT,3,,,,2023-04-01,,
diary,2023-04-02,2023,The Reader,https://boxd.it/43MxWR,3.5,,,,2023-04-02,,
diary,2023-04-02,2023,Once,https://boxd.it/43NJIf,3.5,,,,2023-04-02,,
diary,2023-04-02,2023,Wild,https://boxd.it/43Pfg5,3,,,,2023-04-02,,
diary,2023-04-02,2023,Shershaah,https://boxd.it/43ZEI9,3,,,,2023-04-02,,
diary,2023-04-02,2023,When Harry Met Sally...,https://boxd.it/440z3n,3.5,,,,2023-04-02,,
ratings,2023-04-02,2023,Pichaikkaran,https://boxd.it/dkw2,3,,,,,,
ratings,2023-04-02,2023,The Reader,https://boxd.it/20Dq,3.5,,,,,,
ratings,2023-04-02,2023,Once,https://boxd.it/22GG,3.5,,,,,,
ratings,2023-04-02,2023,Wild,https://boxd.it/6KQo,3,,,,,,
ratings,2023-04-02,2023,Shershaah,https://boxd.it/m860,3,,,,,,
ratings,2023-04-02,2023,When Harry Met Sally...,https://boxd.it/29W2,3.5,,,,,,
reviews,2023-04-02,2023,Pichaikkaran,https://boxd.it/43KWkT,3,,A good commercial film,,2023-04-01,,
reviews,2023-04-02,2023,The Reader,https://boxd.it/43MxWR,3.5,,<blockquote>Only one thing can make us so complete. And that thing is love</blockquote>Nice..,,2023-04-02,,
reviews,2023-04-02,2023,Once,https://boxd.it/43NJIf,3.5,,John Carney and his musical genre is one of the nicest....,,2023-04-02,,
reviews,2023-04-02,2023,Wild,https://boxd.it/43Pfg5,3,,<blockquote>How wild it was ... To let it be</blockquote>,,2023-04-02,,
reviews,2023-04-02,2023,When Harry Met Sally...,https://boxd.it/440z3n,3.5,,"80s and 90s romcoms are one of the finest...
God, Sally's curly hair....notable one....",,2023-04-02,,
diary,2023-04-05,2023,First Reformed,https://boxd.it/44EbIh,4,,,,2023-04-04,,
ratings,2023-04-05,2023,First Reformed,https://boxd.it/go9C,4,,,,,,
reviews,2023-04-05,2023,First Reformed,https://boxd.it/44EbIh,4,,Ethan's finest...,,2023-04-04,,
diary,2023-04-08,2023,The Road,https://boxd.it/45qasN,3.5,,,,2023-04-07,,
diary,2023-04-08,2023,"Love, Rosie",https://boxd.it/45sT3x,3.5,,,,2023-04-07,,
diary,2023-04-08,2023,Tetris,https://boxd.it/45uEAv,3.5,,,,2023-04-08,,
diary,2023-04-08,2023,Gangubai Kathiawadi,https://boxd.it/45G7kj,3,,,,2023-04-08,,
diary,2023-04-08,2023,Y Tu Mamá También,https://boxd.it/45GQhJ,3.5,,,,2023-04-08,,
ratings,2023-04-08,2023,The Road,https://boxd.it/1CWI,3.5,,,,,,
ratings,2023-04-08,2023,"Love, Rosie",https://boxd.it/62hE,3.5,,,,,,
ratings,2023-04-08,2023,Tetris,https://boxd.it/rePK,3.5,,,,,,
ratings,2023-04-08,2023,Gangubai Kathiawadi,https://boxd.it/oJek,3,,,,,,
ratings,2023-04-08,2023,Y Tu Mamá También,https://boxd.it/28QM,3.5,,,,,,
reviews,2023-04-08,2023,The Road,https://boxd.it/45qasN,3.5,,This dystopian world really haunts...,,2023-04-07,,
reviews,2023-04-08,2023,"Love, Rosie",https://boxd.it/45sT3x,3.5,,"I knew it will end nicely....but nice, some nice writing....",,2023-04-07,,
reviews,2023-04-08,2023,Tetris,https://boxd.it/45uEAv,3.5,,A game of arranging just four boxes have a lot of stories behind...,,2023-04-08,,
reviews,2023-04-08,2023,Gangubai Kathiawadi,https://boxd.it/45G7kj,3,,Three stars only for production design and acting,,2023-04-08,,
reviews,2023-04-08,2023,Y Tu Mamá También,https://boxd.it/45GQhJ,3.5,,"Yeah, this movie did some teaching",,2023-04-08,,
diary,2023-04-09,2023,Snowpiercer,https://boxd.it/461jpx,3.5,,,,2023-04-09,,
ratings,2023-04-09,2023,Snowpiercer,https://boxd.it/3Icg,3.5,,,,,,
reviews,2023-04-09,2023,Snowpiercer,https://boxd.it/461jpx,3.5,,Bong Joon ho of his different genre is always great,,2023-04-09,,
diary,2023-04-10,2023,Rockstar,https://boxd.it/465uv5,3.5,,,,2023-04-09,,
ratings,2023-04-10,2023,Rockstar,https://boxd.it/2Lvo,3.5,,,,,,
diary,2023-04-12,2023,John Wick: Chapter 4,https://boxd.it/46LPgp,3.5,,,,2023-04-11,,
ratings,2023-04-12,2023,John Wick: Chapter 4,https://boxd.it/mh48,3.5,,,,,,
reviews,2023-04-12,2023,John Wick: Chapter 4,https://boxd.it/46LPgp,3.5,,One of the best actions I have witnessed,,2023-04-11,,
diary,2023-04-13,2023,The Nice Guys,https://boxd.it/470hO3,3.5,,,,2023-04-12,,
ratings,2023-04-13,2023,The Nice Guys,https://boxd.it/94Hg,3.5,,,,,,
reviews,2023-04-13,2023,The Nice Guys,https://boxd.it/470hO3,3.5,,Ryan and Russell in a comedy genre is different but good...,,2023-04-12,,
diary,2023-04-16,2023,Udaan,https://boxd.it/47H2UL,4,,,,2023-04-15,,
ratings,2023-04-16,2023,Udaan,https://boxd.it/PPe,4,,,,,,
reviews,2023-04-16,2023,Udaan,https://boxd.it/47H2UL,4,,A story of free bird caught in a home like cage and wants to fly again freely,,2023-04-15,,
diary,2023-04-17,2023,Vada Chennai,https://boxd.it/480TsN,4,Yes,,,2023-04-16,,
diary,2023-04-17,2023,Delhi Belly,https://boxd.it/4852sF,3.5,,,,2023-04-16,,
ratings,2023-04-17,2023,Vada Chennai,https://boxd.it/esfK,4,,,,,,
ratings,2023-04-17,2023,Delhi Belly,https://boxd.it/2gEk,3.5,,,,,,
reviews,2023-04-17,2023,Delhi Belly,https://boxd.it/4852sF,3.5,,Really shit happens,,2023-04-16,,
diary,2023-04-19,2023,Annihilation,https://boxd.it/48AAIz,3.5,,,,2023-04-18,,
diary,2023-04-19,2023,Princess Cyd,https://boxd.it/48BoIJ,3,,,,2023-04-18,,
ratings,2023-04-19,2023,Annihilation,https://boxd.it/9yzm,3.5,,,,,,
ratings,2023-04-19,2023,Princess Cyd,https://boxd.it/gewQ,3,,,,,,
reviews,2023-04-19,2023,Annihilation,https://boxd.it/48AAIz,3.5,,Shimmer really hot by jaw down,,2023-04-18,,
reviews,2023-04-19,2023,Princess Cyd,https://boxd.it/48BoIJ,3,,"""Princess Cyd"" is the movie name but the protagonist is Miranda",,2023-04-18,,
diary,2023-04-22,2023,Blue Valentine,https://boxd.it/49j0EV,3.5,,,,2023-04-22,,
diary,2023-04-22,2023,Suzume,https://boxd.it/49uuc5,3.5,,,,2023-04-22,,
ratings,2023-04-22,2023,Blue Valentine,https://boxd.it/MxG,3.5,,,,,,
ratings,2023-04-22,2023,Suzume,https://boxd.it/yv7Y,3.5,,,,,,
reviews,2023-04-22,2023,Blue Valentine,https://boxd.it/49j0EV,3.5,,The perks of being a multi talented guy,,2023-04-22,,
reviews,2023-04-22,2023,Suzume,https://boxd.it/49uuc5,3.5,,"Suzume ❤️...
The hype maintained in the title card was not maintained ...",,2023-04-22,,
diary,2023-04-25,2023,Badlands,https://boxd.it/4a9ENH,3.5,,,,2023-04-24,,
ratings,2023-04-25,2023,Badlands,https://boxd.it/25Fm,3.5,,,,,,
reviews,2023-04-25,2023,Badlands,https://boxd.it/4a9ENH,3.5,,I like the mood this movie sets off... showing the countryside and the killing streaks...,,2023-04-24,,
diary,2023-04-29,2023,Ponniyin Selvan: Part II,https://boxd.it/4b8851,3,,,,2023-04-28,,
ratings,2023-04-29,2023,Ponniyin Selvan: Part II,https://boxd.it/wpuS,3,,,,,,
reviews,2023-04-29,2023,Ponniyin Selvan: Part II,https://boxd.it/4b8851,3,,"These stars are only for mani ratnam, ar Rahman and Ravi varma",,2023-04-28,,
diary,2023-05-06,2023,Wind River,https://boxd.it/4diXsX,3.5,,,,2023-05-06,,
diary,2023-05-06,2023,13 Going on 30,https://boxd.it/4djGXh,3.5,,,,2023-05-06,,
ratings,2023-05-06,2023,Wind River,https://boxd.it/dR3i,3.5,,,,,,
ratings,2023-05-06,2023,13 Going on 30,https://boxd.it/1X6e,3.5,,,,,,
reviews,2023-05-06,2023,Wind River,https://boxd.it/4diXsX,3.5,,An amateur FBI woman befriends with the local hunter to digs out the truth in a place of snow and silence.,,2023-05-06,,
reviews,2023-05-06,2023,13 Going on 30,https://boxd.it/4djGXh,3.5,,I kind of like this fantasy thing...,,2023-05-06,,
diary,2023-05-13,2023,But I'm a Cheerleader,https://boxd.it/4f1Vvz,3.5,,,,2023-05-13,,
ratings,2023-05-13,2023,But I'm a Cheerleader,https://boxd.it/1CW4,3.5,,,,,,
reviews,2023-05-13,2023,But I'm a Cheerleader,https://boxd.it/4f1Vvz,3.5,,I think it's lucky to be a cheerleader,,2023-05-13,,
diary,2023-05-14,2023,Charlie,https://boxd.it/4fiC6f,3.5,Yes,,,2023-05-14,,
ratings,2023-05-14,2023,Charlie,https://boxd.it/cV5q,3.5,,,,,,
reviews,2023-05-14,2023,Charlie,https://boxd.it/4fiC6f,3.5,Yes,Expect the unexpected,,2023-05-14,,
diary,2023-05-16,2023,The Perks of Being a Wallflower,https://boxd.it/4fCyAb,3.5,,,,2023-05-15,,
ratings,2023-05-16,2023,The Perks of Being a Wallflower,https://boxd.it/2ZA8,3.5,,,,,,
reviews,2023-05-16,2023,The Perks of Being a Wallflower,https://boxd.it/4fCyAb,3.5,,<blockquote>We accept the love we think we deserve </blockquote>,,2023-05-15,,
diary,2023-05-21,2023,5 Centimeters per Second,https://boxd.it/4gXQC1,3.5,,,,2023-05-21,,
ratings,2023-05-21,2023,5 Centimeters per Second,https://boxd.it/16G4,3.5,,,,,,
reviews,2023-05-21,2023,5 Centimeters per Second,https://boxd.it/4gXQC1,3.5,,Short stories where the distance hurts,,2023-05-21,,
diary,2023-05-23,2023,Modern Love Chennai,https://boxd.it/4hmeb7,4,,,,2023-05-22,,
ratings,2023-05-23,2023,Modern Love Chennai,https://boxd.it/GJ2k,4,,,,,,
reviews,2023-05-23,2023,Modern Love Chennai,https://boxd.it/4hmeb7,4,,"TK's touch, Raja's score, Actors acting lift it up",,2023-05-22,,
diary,2023-05-25,2023,Mean Girls,https://boxd.it/4hOcnh,3,,,,2023-05-24,,
ratings,2023-05-25,2023,Mean Girls,https://boxd.it/1VNg,3,,,,,,
reviews,2023-05-25,2023,Mean Girls,https://boxd.it/4hOcnh,3,,Hmm...that's not so grool,,2023-05-24,,
diary,2023-05-26,2023,Little Miss Sunshine,https://boxd.it/4i1KLD,3.5,,,,2023-05-25,,
ratings,2023-05-26,2023,Little Miss Sunshine,https://boxd.it/29EW,3.5,,,,,,
reviews,2023-05-26,2023,Little Miss Sunshine,https://boxd.it/4i1KLD,3.5,,She's miss sunshine.... literally,,2023-05-25,,
diary,2023-05-28,2023,Melancholia,https://boxd.it/4isS0f,4,,,,2023-05-27,,
diary,2023-05-28,2023,Irreversible,https://boxd.it/4iub5Z,4,,,,2023-05-27,,
ratings,2023-05-28,2023,Melancholia,https://boxd.it/bPI,4,,,,,,
ratings,2023-05-28,2023,Irreversible,https://boxd.it/29as,4,,,,,,
reviews,2023-05-28,2023,Melancholia,https://boxd.it/4isS0f,4,,"If you consider this movie as fantasy, it is fantasy....if you consider as sci fi, it is sci fi... If you consider as tragedy, it is tragedy...
It really causes melancholia",,2023-05-27,,
reviews,2023-05-28,2023,Irreversible,https://boxd.it/4iub5Z,4,,"Yup
<blockquote>Time destroys all the things </blockquote>Gasper Noé whirls my neck and thoughts",,2023-05-27,,
diary,2023-05-31,2023,Your Name.,https://boxd.it/4jhxPj,4,Yes,,,2023-05-30,,
reviews,2023-05-31,2023,Your Name.,https://boxd.it/4jhxPj,4,Yes,"One of my checklist is ticked..
Favourite Anime in big screen...",,2023-05-30,,
diary,2023-06-04,2023,Normal People,https://boxd.it/4ki5hf,4,,,,2023-06-03,,
diary,2023-06-04,2023,Spider-Man: Into the Spider-Verse,https://boxd.it/4ki6sN,3.5,Yes,,,2023-06-03,,
ratings,2023-06-04,2023,Normal People,https://boxd.it/q2VY,4,,,,,,
reviews,2023-06-04,2023,Normal People,https://boxd.it/4ki5hf,4,,"Although Connell and Marianne characters are beautifully casted, Lorraine's character is great ...
A lot to be taken from this mini series",,2023-06-03,,
reviews,2023-06-04,2023,Spider-Man: Into the Spider-Verse,https://boxd.it/4ki6sN,3.5,Yes,Just a re-watch... But considered as a good from sony,,2023-06-03,,
diary,2023-06-05,2023,The Body,https://boxd.it/4kPMsB,3.5,,,,2023-06-04,,
ratings,2023-06-05,2023,The Body,https://boxd.it/3Jsa,3.5,,,,,,
reviews,2023-06-05,2023,The Body,https://boxd.it/4kPMsB,3.5,,"One of the oriol paulo's finest, especially the ending",,2023-06-04,,
diary,2023-06-06,2023,Wild Tales,https://boxd.it/4kWu7T,4,,,,2023-06-05,,
ratings,2023-06-06,2023,Wild Tales,https://boxd.it/7UmK,4,,,,,,
reviews,2023-06-06,2023,Wild Tales,https://boxd.it/4kWu7T,4,,This is actually wild at some times,,2023-06-05,,
diary,2023-06-07,2023,Trainspotting,https://boxd.it/4ldeOV,4,,,,2023-06-06,,
ratings,2023-06-07,2023,Trainspotting,https://boxd.it/29XY,4,,,,,,
reviews,2023-06-07,2023,Trainspotting,https://boxd.it/4ldeOV,4,,Had a pinch of drug through this film,,2023-06-06,,
diary,2023-06-11,2023,The Game,https://boxd.it/4mfhn7,3.5,,,,2023-06-10,,
diary,2023-06-11,2023,"The Gangster, the Cop, the Devil",https://boxd.it/4mtdlz,3,,,,2023-06-11,,
ratings,2023-06-11,2023,The Game,https://boxd.it/26vC,3.5,,,,,,
ratings,2023-06-11,2023,"The Gangster, the Cop, the Devil",https://boxd.it/lnuk,3,,,,,,
reviews,2023-06-11,2023,The Game,https://boxd.it/4mfhn7,3.5,,We are in this game... really,,2023-06-10,,
reviews,2023-06-11,2023,"The Gangster, the Cop, the Devil",https://boxd.it/4mtdlz,3,,Just a textbook crime story,,2023-06-11,,
diary,2023-06-13,2023,Predestination,https://boxd.it/4mRJpr,3.5,,,,2023-06-12,,
ratings,2023-06-13,2023,Predestination,https://boxd.it/6bJM,3.5,,,,,,
reviews,2023-06-13,2023,Predestination,https://boxd.it/4mRJpr,3.5,,This predestination paradox is good,,2023-06-12,,
diary,2023-06-15,2023,Frances Ha,https://boxd.it/4nrESZ,3.5,,,,2023-06-15,,
ratings,2023-06-15,2023,Frances Ha,https://boxd.it/41Xg,3.5,,,,,,
reviews,2023-06-15,2023,Frances Ha,https://boxd.it/4nrESZ,3.5,,Frances: Undoubtable,,2023-06-15,,
diary,2023-06-20,2023,Manchester by the Sea,https://boxd.it/4oMZXn,4,,,,2023-06-19,,
ratings,2023-06-20,2023,Manchester by the Sea,https://boxd.it/b2L0,4,,,,,,
reviews,2023-06-20,2023,Manchester by the Sea,https://boxd.it/4oMZXn,4,,A man with emotional pains,,2023-06-19,,
diary,2023-06-21,2023,Nebraska,https://boxd.it/4p4eJf,4,,,,2023-06-20,,
ratings,2023-06-21,2023,Nebraska,https://boxd.it/4exq,4,,,,,,
reviews,2023-06-21,2023,Nebraska,https://boxd.it/4p4eJf,4,,"<blockquote>What's it like being a millionaire, Woody?

It's okay</blockquote>Wow",,2023-06-20,,
diary,2023-06-22,2023,After Yang,https://boxd.it/4plVdl,3.5,,,,2023-06-21,,
ratings,2023-06-22,2023,After Yang,https://boxd.it/lx5a,3.5,,,,,,
reviews,2023-06-22,2023,After Yang,https://boxd.it/4plVdl,3.5,,Wish the Chinese tea story is not forgettable,,2023-06-21,,
diary,2023-06-24,2023,Por Thozhil,https://boxd.it/4q3MTv,3.5,,,,2023-06-24,,
ratings,2023-06-24,2023,Por Thozhil,https://boxd.it/GbJE,3.5,,,,,,
reviews,2023-06-24,2023,Por Thozhil,https://boxd.it/4q3MTv,3.5,,A so called thriller which is not a lullaby,,2023-06-24,,
diary,2023-06-25,2023,All Quiet on the Western Front,https://boxd.it/4qmqWP,4,,,,2023-06-25,,
ratings,2023-06-25,2023,All Quiet on the Western Front,https://boxd.it/H08,4,,,,,,
reviews,2023-06-25,2023,All Quiet on the Western Front,https://boxd.it/4qmqWP,4,,Fabulous.... that's it,,2023-06-25,,
diary,2023-06-26,2023,The Thing,https://boxd.it/4qsXc3,4.5,,,,2023-06-25,,
ratings,2023-06-26,2023,The Thing,https://boxd.it/294O,4.5,,,,,,
reviews,2023-06-26,2023,The Thing,https://boxd.it/4qsXc3,4.5,,"Wtf the director cooks here...?
""The thing""...not really
Many things",,2023-06-25,,
diary,2023-06-28,2023,Vettaiyaadu Vilaiyaadu,https://boxd.it/4r1QLl,3.5,,,,2023-06-27,,
ratings,2023-06-28,2023,Vettaiyaadu Vilaiyaadu,https://boxd.it/6mw,3.5,,,,,,
reviews,2023-06-28,2023,Vettaiyaadu Vilaiyaadu,https://boxd.it/4r1QLl,3.5,,Hmm... It's good to see it in theatres,,2023-06-27,,
diary,2023-07-04,2023,Requiem for a Dream,https://boxd.it/4sQnw3,4,,,,2023-07-03,,
ratings,2023-07-04,2023,Requiem for a Dream,https://boxd.it/29VI,4,,,,,,
reviews,2023-07-04,2023,Requiem for a Dream,https://boxd.it/4sQnw3,4,,"Summer, dream
Fall, sucks
Winter, ass to ass",,2023-07-03,,
diary,2023-07-05,2023,Coherence,https://boxd.it/4t9opF,3,,,,2023-07-04,,
ratings,2023-07-05,2023,Coherence,https://boxd.it/6xza,3,,,,,,
reviews,2023-07-05,2023,Coherence,https://boxd.it/4t9opF,3,,Hmm... Now I understand Schrodinger's cat,,2023-07-04,,
diary,2023-07-06,2023,Timecrimes,https://boxd.it/4trO7j,3.5,,,,2023-07-05,,
ratings,2023-07-06,2023,Timecrimes,https://boxd.it/1OGM,3.5,,,,,,
reviews,2023-07-06,2023,Timecrimes,https://boxd.it/4trO7j,3.5,,Now I see the secret of most of time travel films,,2023-07-05,,
diary,2023-07-08,2023,Good Night,https://boxd.it/4uaiG7,3,,,,2023-07-08,,
reviews,2023-07-08,2023,Good Night,https://boxd.it/4uaiG7,3,,Nice,,2023-07-08,,
diary,2023-07-09,2023,The Theory of Everything,https://boxd.it/4ugbAt,3.5,,,,2023-07-08,,
diary,2023-07-09,2023,Design for Living,https://boxd.it/4uv7YV,3.5,,,,2023-07-09,,
ratings,2023-07-09,2023,Good Night,https://boxd.it/FgZA,3,,,,,,
ratings,2023-07-09,2023,The Theory of Everything,https://boxd.it/7YtA,3.5,,,,,,
ratings,2023-07-09,2023,Design for Living,https://boxd.it/2FJE,3.5,,,,,,
reviews,2023-07-09,2023,The Theory of Everything,https://boxd.it/4ugbAt,3.5,,Recommended only for climax soundtrack and their last act,,2023-07-08,,
reviews,2023-07-09,2023,Design for Living,https://boxd.it/4uv7YV,3.5,,Yeah this is gentle men's agreement,,2023-07-09,,
diary,2023-07-10,2023,2018,https://boxd.it/4uxFMN,3.5,,,,2023-07-09,,
ratings,2023-07-10,2023,2018,https://boxd.it/wKhA,3.5,,,,,,
diary,2023-07-11,2023,Battleship,https://boxd.it/4uXpoH,2.5,,,,2023-07-10,,
ratings,2023-07-11,2023,Battleship,https://boxd.it/QZ0,2.5,,,,,,
reviews,2023-07-11,2023,Battleship,https://boxd.it/4uXpoH,2.5,,I just want to memorize this movie name so not to re-watch it,,2023-07-10,,
diary,2023-07-12,2023,Naked,https://boxd.it/4vfgTR,4,,,,2023-07-11,,
ratings,2023-07-12,2023,Naked,https://boxd.it/1BT4,4,,,,,,
reviews,2023-07-12,2023,Naked,https://boxd.it/4vfgTR,4,,He's literally all,,2023-07-11,,
diary,2023-07-13,2023,Happening,https://boxd.it/4vxg7J,4,,,,2023-07-12,,
ratings,2023-07-13,2023,Happening,https://boxd.it/tRts,4,,,,,,
reviews,2023-07-13,2023,Happening,https://boxd.it/4vxg7J,4,,Women have so called guts,,2023-07-12,,
diary,2023-07-14,2023,Kadhalum Kadanthu Pogum,https://boxd.it/4vP9FZ,3.5,,,,2023-07-13,,
ratings,2023-07-14,2023,Kadhalum Kadanthu Pogum,https://boxd.it/dvpw,3.5,,,,,,
diary,2023-07-15,2023,Back to the Future,https://boxd.it/4wkaS3,4,,,,2023-07-15,,
ratings,2023-07-15,2023,Back to the Future,https://boxd.it/2b8e,4,,,,,,
reviews,2023-07-15,2023,Back to the Future,https://boxd.it/4wkaS3,4,,"Just wanna say ""Be on time",,2023-07-15,,
diary,2023-07-16,2023,The Edge of Seventeen,https://boxd.it/4wlz79,3.5,,,,2023-07-15,,
diary,2023-07-16,2023,One Fine Morning,https://boxd.it/4wB6cV,3.5,,,,2023-07-16,,
ratings,2023-07-16,2023,The Edge of Seventeen,https://boxd.it/d5nu,3.5,,,,,,
ratings,2023-07-16,2023,One Fine Morning,https://boxd.it/s4Ta,3.5,,,,,,
reviews,2023-07-16,2023,The Edge of Seventeen,https://boxd.it/4wlz79,3.5,,"The movie have two things to say
...never underestimate bald guys
...don't bring friends to home",,2023-07-15,,
reviews,2023-07-16,2023,One Fine Morning,https://boxd.it/4wB6cV,3.5,,Its hard to be in the shoes of Sandra,,2023-07-16,,
diary,2023-07-18,2023,Interstellar,https://boxd.it/4x8ii3,4,,,,2023-07-18,,
ratings,2023-07-18,2023,Interstellar,https://boxd.it/4VZ8,4,,,,,,
reviews,2023-07-18,2023,Interstellar,https://boxd.it/4x8ii3,4,,"Wholesome:
/ Seeing this in big screen /",,2023-07-18,,
diary,2023-07-20,2023,Dunkirk,https://boxd.it/4xRgD9,3.5,,,,2023-07-19,,
ratings,2023-07-20,2023,Dunkirk,https://boxd.it/d0Y6,3.5,,,,,,
reviews,2023-07-20,2023,Dunkirk,https://boxd.it/4xRgD9,3.5,,That last speech,,2023-07-19,,
diary,2023-07-21,2023,Inception,https://boxd.it/4y27JT,3.5,,,,2023-07-20,,
ratings,2023-07-21,2023,Inception,https://boxd.it/1skk,3.5,,,,,,
reviews,2023-07-21,2023,Inception,https://boxd.it/4y27JT,3.5,,That time,,2023-07-20,,
diary,2023-07-22,2023,Yeh Jawaani Hai Deewani,https://boxd.it/4yHUOb,3,,,,2023-07-22,,
ratings,2023-07-22,2023,Yeh Jawaani Hai Deewani,https://boxd.it/5Cmo,3,,,,,,
reviews,2023-07-22,2023,Yeh Jawaani Hai Deewani,https://boxd.it/4yHUOb,3,,These three stars are only for Pritam,,2023-07-22,,
diary,2023-07-23,2023,About Elly,https://boxd.it/4yRgbj,4,,,,2023-07-22,,
ratings,2023-07-23,2023,About Elly,https://boxd.it/18Ry,4,,,,,,
reviews,2023-07-23,2023,About Elly,https://boxd.it/4yRgbj,4,,"The characters, the sea and the camera lifts",,2023-07-22,,
diary,2023-07-24,2023,Locke,https://boxd.it/4zm7C3,3.5,,,,2023-07-23,,
ratings,2023-07-24,2023,Locke,https://boxd.it/6hHC,3.5,,,,,,
reviews,2023-07-24,2023,Locke,https://boxd.it/4zm7C3,3.5,,Sex education is must especially for Tome Hardy,,2023-07-23,,
diary,2023-07-25,2023,Holy Spider,https://boxd.it/4zPuiX,3.5,,,,2023-07-24,,
ratings,2023-07-25,2023,Holy Spider,https://boxd.it/xBn2,3.5,,,,,,
reviews,2023-07-25,2023,Holy Spider,https://boxd.it/4zPuiX,3.5,,"Misogynist, consider as a gender",,2023-07-24,,
diary,2023-08-05,2023,Witness,https://boxd.it/4DVYzH,3.5,,,,2023-08-04,,
ratings,2023-08-05,2023,Witness,https://boxd.it/1Z4O,3.5,,,,,,
reviews,2023-08-05,2023,Witness,https://boxd.it/4DVYzH,3.5,,Don't trust English people,,2023-08-04,,
diary,2023-08-07,2023,Never Let Me Go,https://boxd.it/4ECXGN,3.5,,,,2023-08-06,,
ratings,2023-08-07,2023,Never Let Me Go,https://boxd.it/Xw0,3.5,,,,,,
reviews,2023-08-07,2023,Never Let Me Go,https://boxd.it/4ECXGN,3.5,,"Thought it is a school drama at the beginning, but the later explained the title of the film",,2023-08-06,,
diary,2023-08-12,2023,Maaveeran,https://boxd.it/4Gf4Ad,3,,,,2023-08-11,,
ratings,2023-08-12,2023,Maaveeran,https://boxd.it/Bktq,3,,,,,,
diary,2023-08-13,2023,Spider-Man: Across the Spider-Verse,https://boxd.it/4GxKzd,3.5,,,,2023-08-12,,
diary,2023-08-13,2023,Boiling Point,https://boxd.it/4GzsBz,3.5,,,,2023-08-12,,
ratings,2023-08-13,2023,Spider-Man: Across the Spider-Verse,https://boxd.it/kSz4,3.5,,,,,,
ratings,2023-08-13,2023,Boiling Point,https://boxd.it/uo2u,3.5,,,,,,
reviews,2023-08-13,2023,Spider-Man: Across the Spider-Verse,https://boxd.it/4GxKzd,3.5,,Animation is cinema,,2023-08-12,,
reviews,2023-08-13,2023,Boiling Point,https://boxd.it/4GzsBz,3.5,,"Cooking is insane
Be specific: Cooks are insane",,2023-08-12,,
diary,2023-08-14,2023,Prisoners,https://boxd.it/4GV1pF,4,,,,2023-08-13,,
diary,2023-08-14,2023,One Day,https://boxd.it/4HcL8p,3,,,,2023-08-14,,
ratings,2023-08-14,2023,Prisoners,https://boxd.it/4E5i,4,,,,,,
ratings,2023-08-14,2023,One Day,https://boxd.it/Asu,3,,,,,,
reviews,2023-08-14,2023,Prisoners,https://boxd.it/4GV1pF,4,,"We are prisoners in ""Prisoners",,2023-08-13,,
reviews,2023-08-14,2023,One Day,https://boxd.it/4HcL8p,3,,Just for Anne Hathaway,,2023-08-14,,
diary,2023-08-15,2023,Children of Men,https://boxd.it/4HhWoj,4,,,,2023-08-14,,
diary,2023-08-15,2023,Little Women,https://boxd.it/4HwQkF,4,,,,2023-08-15,,
ratings,2023-08-15,2023,Children of Men,https://boxd.it/1Y2i,4,,,,,,
ratings,2023-08-15,2023,Little Women,https://boxd.it/aSVk,4,,,,,,
reviews,2023-08-15,2023,Children of Men,https://boxd.it/4HhWoj,4,,<blockquote>Pull my finger</blockquote>,,2023-08-14,,
reviews,2023-08-15,2023,Little Women,https://boxd.it/4HwQkF,4,,"<blockquote>I care more to be loved</blockquote>Greta in Jo, perhaps",,2023-08-15,,
diary,2023-08-16,2023,Batman Begins,https://boxd.it/4HCduX,3.5,Yes,,,2023-08-15,,
ratings,2023-08-16,2023,Batman Begins,https://boxd.it/2aIg,3.5,,,,,,
reviews,2023-08-16,2023,Batman Begins,https://boxd.it/4HCduX,3.5,Yes,"The scarecrow is intelligent than bruce, really",,2023-08-15,,
diary,2023-08-26,2023,Kaakha Kaakha,https://boxd.it/4KECwl,3,,,,2023-08-25,,
diary,2023-08-26,2023,Jailer,https://boxd.it/4KS8Jd,2.5,,,,2023-08-26,,
ratings,2023-08-26,2023,Kaakha Kaakha,https://boxd.it/aQvk,3,,,,,,
ratings,2023-08-26,2023,Jailer,https://boxd.it/zkA8,2.5,,,,,,
reviews,2023-08-26,2023,Kaakha Kaakha,https://boxd.it/4KECwl,3,,"Pengalaal aan alivaan
               - Moral",,2023-08-25,,
reviews,2023-08-26,2023,Jailer,https://boxd.it/4KS8Jd,2.5,,😒🙄,,2023-08-26,,
diary,2023-08-27,2023,The Dark Knight,https://boxd.it/4KTAUl,4,Yes,,,2023-08-26,,
ratings,2023-08-27,2023,The Dark Knight,https://boxd.it/2b0k,4,,,,,,
reviews,2023-08-27,2023,The Dark Knight,https://boxd.it/4KTAUl,4,Yes,Gotham won,,2023-08-26,,
diary,2023-08-29,2023,Rush,https://boxd.it/4LEmn7,3.5,,,,2023-08-28,,
